Genome	DomestiCAT_Aruba-501 Length	DomestiCAT_Aruba-502 Length	DomestiCAT_Aruba-503 Length	DomestiCAT_Aruba-504 Length	DomestiCAT_Aruba-505 Length	DomestiCAT_Aruba-506 Length	DomestiCAT_Aruba-507 Length	DomestiCAT_Aruba-508 Length	DomestiCAT_Aruba-509 Length	DomestiCAT_Aruba-510 Length	DomestiCAT_Aruba-511 Length	DomestiCAT_Aruba-512 Length	DomestiCAT_Aruba-513 Length	DomestiCAT_Aruba-514 Length	DomestiCAT_Aruba-515 Length	DomestiCAT_Aruba-516 Length	DomestiCAT_Brazil-501 Length	DomestiCAT_Brazil-502 Length	DomestiCAT_Brazil-503 Length	DomestiCAT_Brazil-504 Length	DomestiCAT_Brazil-505 Length	DomestiCAT_Brazil-506 Length	DomestiCAT_Brazil-507 Length	DomestiCAT_Brazil-508 Length	DomestiCAT_Brazil-509 Length	DomestiCAT_Brazil-510 Length	DomestiCAT_Brazil-511 Length	DomestiCAT_Brazil-512 Length	DomestiCAT_Brazil-513 Length	DomestiCAT_Brazil-514 Length	DomestiCAT_Brazil-515 Length	DomestiCAT_Brazil-516 Length	DomestiCAT_CaboVerde-501 Length	DomestiCAT_CaboVerde-502 Length	DomestiCAT_CaboVerde-503 Length	DomestiCAT_CaboVerde-504 Length	DomestiCAT_CaboVerde-505 Length	DomestiCAT_CaboVerde-506 Length	DomestiCAT_CaboVerde-507 Length	DomestiCAT_CaboVerde-508 Length	DomestiCAT_CaboVerde-509 Length	DomestiCAT_CaboVerde-510 Length	DomestiCAT_CaboVerde-511 Length	DomestiCAT_CaboVerde-512 Length	DomestiCAT_CaboVerde-513 Length	DomestiCAT_CaboVerde-514 Length	DomestiCAT_CaboVerde-515 Length	DomestiCAT_Denmark_10 Length	DomestiCAT_Denmark_11 Length	DomestiCAT_Denmark_12 Length	DomestiCAT_Denmark_13 Length	DomestiCAT_Denmark_14 Length	DomestiCAT_Denmark_15 Length	DomestiCAT_Denmark_16 Length	DomestiCAT_Denmark_1 Length	DomestiCAT_Denmark_2 Length	DomestiCAT_Denmark_3 Length	DomestiCAT_Denmark_4 Length	DomestiCAT_Denmark_5 Length	DomestiCAT_Denmark_6 Length	DomestiCAT_Denmark_7 Length	DomestiCAT_Denmark_8 Length	DomestiCAT_Denmark_9 Length	DomestiCAT_Denmark_blank Length	DomestiCAT-Malaysia-501 Length	DomestiCAT-Malaysia-502 Length	DomestiCAT-Malaysia-503 Length	DomestiCAT-Malaysia-504 Length	DomestiCAT-Malaysia-505 Length	DomestiCAT-Malaysia-506 Length	DomestiCAT-Malaysia-507 Length	DomestiCAT-Malaysia-508 Length	DomestiCAT-Malaysia-509 Length	DomestiCAT-Malaysia-510 Length	DomestiCAT-Malaysia-511 Length	DomestiCAT-Malaysia-512 Length	DomestiCAT-Malaysia-513 Length	DomestiCAT-Malaysia-514 Length	DomestiCAT-Malaysia-515 Length	DomestiCAT-Malaysia-516 Length	DomestiCAT_Spain-501 Length	DomestiCAT_Spain-502 Length	DomestiCAT_Spain-503 Length	DomestiCAT_Spain-504 Length	DomestiCAT_Spain-505 Length	DomestiCAT_Spain-506 Length	DomestiCAT_Spain-507 Length	DomestiCAT_Spain-508 Length	DomestiCAT_Spain-509 Length	DomestiCAT_Spain-510 Length	DomestiCAT_Spain-511 Length	DomestiCAT_Spain-512 Length	DomestiCAT_Spain-513 Length	DomestiCAT_Spain-514 Length	DomestiCAT_Spain-515 Length	DomestiCAT_Spain-516 Length
bin_Brazil.70	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159	2305159
bin_Denmark.127	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736	1416736
bin_Brazil.51	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582	1752582
bin_Brazil.99	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023	2133023
bin_Malaysia.110	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023	2494023
bin_Denmark.52	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333	2127333
bin_Brazil.116	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094	2703094
bin_Brazil.160	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754	4392754
bin_Brazil.92	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513	1804513
bin_Denmark.85	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757	1911757
bin_Aruba.14	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985	2016985
bin_Denmark.93	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265	2227265
bin_Brazil.82	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928	3106928
bin_Malaysia.65	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257	2232257
bin_Aruba.6	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438	2391438
bin_Brazil.38	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533	2006533
bin_Brazil.45	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975	1367975
bin_Brazil.4	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288	2189288
bin_Malaysia.17	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553	1182553
bin_Malaysia.102	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986	2461986
bin_Brazil.170	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644	2292644
bin_Brazil.28	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936	2528936
bin_Brazil.12	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416	1912416
bin_CaboVerde.34	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033	2843033
bin_CaboVerde.47	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437	1731437
bin_Brazil.137	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488	2071488
